Index,Question Type,Question Description,Prompt,Model Name,Chart Title,Color,Image Path,Ground Truth,Prediction,Answer Time
Q1_img5_run4,Make Comparisons,"Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?","<image> Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?",ChartGemma-2.92B,Monthly Oil Prices in 2015,Lightpink,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/Visualization_Literacy/line_chart_dataset/grouped_by_type/Make_Comparisons/Q1_img4_Lightpink.png,$15," Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?
The price of a barrel of oil fell from April to September in 2015 by $4, $15, $17, and $45. The correct option is $15.",90.02
Q1_img6_run1,Make Comparisons,"Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?","<image> Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?",ChartGemma-2.92B,Monthly Oil Prices in 2015,Navy,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/Visualization_Literacy/line_chart_dataset/grouped_by_type/Make_Comparisons/Q1_img5_Navy.png,$15," Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?
The price of a barrel of oil fell from April to September in 2015 by $4, $15, $17, and $45. The correct option is $15.",90.37
Q1_img6_run2,Make Comparisons,"Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?","<image> Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?",ChartGemma-2.92B,Monthly Oil Prices in 2015,Navy,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/Visualization_Literacy/line_chart_dataset/grouped_by_type/Make_Comparisons/Q1_img5_Navy.png,$15," Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?
The price of a barrel of oil fell from April to September in 2015 by $4, $15, $17, and $45. The correct option is $15.",89.99
Q1_img6_run3,Make Comparisons,"Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?","<image> Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?",ChartGemma-2.92B,Monthly Oil Prices in 2015,Navy,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/Visualization_Literacy/line_chart_dataset/grouped_by_type/Make_Comparisons/Q1_img5_Navy.png,$15," Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?
The price of a barrel of oil fell from April to September in 2015 by $4, $15, $17, and $45. The correct option is $15.",90.16
Q1_img6_run4,Make Comparisons,"Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?","<image> Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?",ChartGemma-2.92B,Monthly Oil Prices in 2015,Navy,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/Visualization_Literacy/line_chart_dataset/grouped_by_type/Make_Comparisons/Q1_img5_Navy.png,$15," Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?
The price of a barrel of oil fell from April to September in 2015 by $4, $15, $17, and $45. The correct option is $15.",89.87
Q1_img7_run1,Make Comparisons,"Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?","<image> Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?",ChartGemma-2.92B,Monthly Oil Prices in 2015,Tomato,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/Visualization_Literacy/line_chart_dataset/grouped_by_type/Make_Comparisons/Q1_img6_Tomato.png,$15," Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?
The price of a barrel of oil fell from April to September in 2015 by $4, $15, $17, and $45. The correct option is $15.",90.44
Q1_img7_run2,Make Comparisons,"Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?","<image> Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?",ChartGemma-2.92B,Monthly Oil Prices in 2015,Tomato,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/Visualization_Literacy/line_chart_dataset/grouped_by_type/Make_Comparisons/Q1_img6_Tomato.png,$15," Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?
The price of a barrel of oil fell from April to September in 2015 by $4, $15, $17, and $45. The correct option is $15.",90.03
Q1_img7_run3,Make Comparisons,"Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?","<image> Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?",ChartGemma-2.92B,Monthly Oil Prices in 2015,Tomato,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/Visualization_Literacy/line_chart_dataset/grouped_by_type/Make_Comparisons/Q1_img6_Tomato.png,$15," Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?
The price of a barrel of oil fell from April to September in 2015 by $4, $15, $17, and $45. The correct option is $15.",90.44
Q1_img7_run4,Make Comparisons,"Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?","<image> Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?",ChartGemma-2.92B,Monthly Oil Prices in 2015,Tomato,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/Visualization_Literacy/line_chart_dataset/grouped_by_type/Make_Comparisons/Q1_img6_Tomato.png,$15," Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?
The price of a barrel of oil fell from April to September in 2015 by $4, $15, $17, and $45. The correct option is $15.",89.73
Q1_img8_run1,Make Comparisons,"Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?","<image> Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?",ChartGemma-2.92B,Monthly Oil Prices in 2015,Black,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/Visualization_Literacy/line_chart_dataset/grouped_by_type/Make_Comparisons/Q1_img7_Black.png,$15," Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?
The price of a barrel of oil fell from April to September in 2015 by $4, $15, $17, and $45. The correct option is $15.",90.23
Q1_img8_run2,Make Comparisons,"Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?","<image> Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?",ChartGemma-2.92B,Monthly Oil Prices in 2015,Black,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/Visualization_Literacy/line_chart_dataset/grouped_by_type/Make_Comparisons/Q1_img7_Black.png,$15," Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?
The price of a barrel of oil fell from April to September in 2015 by $4, $15, $17, and $45. The correct option is $15.",90.21
Q1_img8_run3,Make Comparisons,"Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?","<image> Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?",ChartGemma-2.92B,Monthly Oil Prices in 2015,Black,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/Visualization_Literacy/line_chart_dataset/grouped_by_type/Make_Comparisons/Q1_img7_Black.png,$15," Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?
The price of a barrel of oil fell from April to September in 2015 by $4, $15, $17, and $45. The correct option is $15.",89.82
Q1_img8_run4,Make Comparisons,"Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?","<image> Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?",ChartGemma-2.92B,Monthly Oil Prices in 2015,Black,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/Visualization_Literacy/line_chart_dataset/grouped_by_type/Make_Comparisons/Q1_img7_Black.png,$15," Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?
The price of a barrel of oil fell from April to September in 2015 by $4, $15, $17, and $45. The correct option is $15.",90.38
Q1_img9_run1,Make Comparisons,"Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?","<image> Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?",ChartGemma-2.92B,Monthly Oil Prices in 2015,Mediumvioletred,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/Visualization_Literacy/line_chart_dataset/grouped_by_type/Make_Comparisons/Q1_img8_Mediumvioletred.png,$15," Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?
The chart shows that the price of a barrel of oil fell from April to September in 2015. The correct option is $4.",83.48
Q1_img9_run2,Make Comparisons,"Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?","<image> Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?",ChartGemma-2.92B,Monthly Oil Prices in 2015,Mediumvioletred,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/Visualization_Literacy/line_chart_dataset/grouped_by_type/Make_Comparisons/Q1_img8_Mediumvioletred.png,$15," Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?
The chart shows that the price of a barrel of oil fell from April to September in 2015. The correct option is $4.",83.75
Q1_img9_run3,Make Comparisons,"Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?","<image> Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?",ChartGemma-2.92B,Monthly Oil Prices in 2015,Mediumvioletred,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/Visualization_Literacy/line_chart_dataset/grouped_by_type/Make_Comparisons/Q1_img8_Mediumvioletred.png,$15," Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?
The chart shows that the price of a barrel of oil fell from April to September in 2015. The correct option is $4.",83.31
Q1_img9_run4,Make Comparisons,"Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?","<image> Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?",ChartGemma-2.92B,Monthly Oil Prices in 2015,Mediumvioletred,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/Visualization_Literacy/line_chart_dataset/grouped_by_type/Make_Comparisons/Q1_img8_Mediumvioletred.png,$15," Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?
The chart shows that the price of a barrel of oil fell from April to September in 2015. The correct option is $4.",83.74
Q1_img10_run1,Make Comparisons,"Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?","<image> Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?",ChartGemma-2.92B,Monthly Oil Prices in 2015,Chartreuse,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/Visualization_Literacy/line_chart_dataset/grouped_by_type/Make_Comparisons/Q1_img9_Chartreuse.png,$15," Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?
The price of a barrel of oil fell from April to September in 2015 by $17. Omit $45.",83.24
Q1_img10_run2,Make Comparisons,"Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?","<image> Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?",ChartGemma-2.92B,Monthly Oil Prices in 2015,Chartreuse,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/Visualization_Literacy/line_chart_dataset/grouped_by_type/Make_Comparisons/Q1_img9_Chartreuse.png,$15," Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?
The price of a barrel of oil fell from April to September in 2015 by $17. Omit $45.",82.68
Q1_img10_run3,Make Comparisons,"Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?","<image> Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?",ChartGemma-2.92B,Monthly Oil Prices in 2015,Chartreuse,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/Visualization_Literacy/line_chart_dataset/grouped_by_type/Make_Comparisons/Q1_img9_Chartreuse.png,$15," Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?
The price of a barrel of oil fell from April to September in 2015 by $17. Omit $45.",83.26
Q1_img10_run4,Make Comparisons,"Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?","<image> Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?",ChartGemma-2.92B,Monthly Oil Prices in 2015,Chartreuse,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/Visualization_Literacy/line_chart_dataset/grouped_by_type/Make_Comparisons/Q1_img9_Chartreuse.png,$15," Look at each month carefully. About how much did the price of a barrel of oil fall from April to September in 2015? Which option is correct $4, $15, $17, $45, Omit?
The price of a barrel of oil fell from April to September in 2015 by $17. Omit $45.",83.19
